rm,Label,current_pixels,target_pixels,pixels_to_remove,reduction_pct,current_per_pixel,target_per_pixel,new_per_pixel,masc_biomass_total
BRENDA-WASKADA,Winter wheat,1327,1301,25,1.9309403597023445,0.11204782720705898,0.1142540038805647,0.1142540038805647,148.68759823824135
DAUPHIN,Winter wheat,3904,3904,0,1.164784559673646e-14,0.11425400388056468,0.1142540038805647,0.1142540038805647,446.0627947147241
GRASSLAND,Winter wheat,3904,3904,0,1.164784559673646e-14,0.11425400388056468,0.1142540038805647,0.1142540038805647,446.0627947147241
PEMBINA,Winter wheat,1314,1301,12,0.9606985215563411,0.11315636735446519,0.1142540038805647,0.1142540038805647,148.68759823824135
ROCKWOOD,Winter wheat,3904,3904,0,1.164784559673646e-14,0.11425400388056468,0.1142540038805647,0.1142540038805647,446.0627947147241
SPRINGFIELD,Winter wheat,3904,3904,0,1.164784559673646e-14,0.11425400388056468,0.1142540038805647,0.1142540038805647,446.0627947147241
ST. CLEMENTS,Winter wheat,2735,2602,132,4.835362235703837,0.10872940892414427,0.1142540038805647,0.1142540038805647,297.3751964764827
WESTLAKE-GLADSTONE,Winter wheat,10760,8352,2407,22.371628558485472,0.08869352251920717,0.1142540038805647,0.1142540038805647,954.3431465534346
WHITEMOUTH,Winter wheat,4510,3904,605,13.433940925049884,0.09890518849474543,0.1142540038805647,0.1142540038805647,446.0627947147241
BIFROST-RIVERTON,Spring wheat,131930,121934,9995,7.576479833092595,0.07574672375634167,0.08195611205843584,0.08195611205843584,9993.274105589022
CLANWILLIAM-ERICKSON,Spring wheat,44496,39018,5477,12.310013352008356,0.07186730372125545,0.08195611205843584,0.08195611205843584,3197.810375280708
CORNWALLIS,Spring wheat,112591,104147,8443,7.499062425822332,0.07581017205339684,0.08195611205843584,0.08195611205843584,8535.550632523498
DAUPHIN,Spring wheat,307259,243869,63389,20.63067703822961,0.06504801126657038,0.08195611205843584,0.08195611205843584,19986.60457463474
EAST ST PAUL,Spring wheat,2937,2723,213,7.276235318764823,0.07599279248695345,0.08195611205843584,0.08195611205843584,223.19102897710928
FISHER,Spring wheat,79397,69521,9875,12.438443982356558,0.07176204696992992,0.08195611205843584,0.08195611205843584,5697.696283661532
GILBERT PLAINS,Spring wheat,299181,273466,25714,8.595031537496704,0.07491195838010714,0.08195611205843584,0.08195611205843585,22412.26298926369
GLENBORO-SOUTH CYPRESS,Spring wheat,71950,62075,9875,13.725751072170786,0.0707070201288656,0.08195611205843584,0.08195611205843584,5087.439586619467
GLENELLA-LANSDOWNE,Spring wheat,249515,216173,33341,13.362430453705068,0.07100478358206676,0.08195611205843584,0.08195611205843584,17716.77424838426
GRAHAMDALE,Spring wheat,22177,17190,4986,22.48563618177726,0.06352775887224626,0.08195611205843584,0.08195611205843584,1408.856354835537
GRANDVIEW,Spring wheat,292444,275667,16776,5.736660581513085,0.07725456808383885,0.08195611205843584,0.08195611205843584,22592.646236714587
HANOVER,Spring wheat,108568,95205,13362,12.307873607263172,0.07186905737285658,0.08195611205843584,0.08195611205843584,7802.686723397638
HARRISON PARK,Spring wheat,197599,188626,8972,4.540993168809843,0.07823449060844014,0.08195611205843584,0.08195611205843584,15459.070785395184
HILLSBURG-ROBLIN-SHELL RIVER,Spring wheat,325471,294624,30846,9.477440547904706,0.07418877026272341,0.08195611205843584,0.08195611205843584,24146.3146068897
MCCREARY,Spring wheat,89394,71560,17833,19.94895438606943,0.06560672464730254,0.08195611205843584,0.08195611205843585,5864.852731383659
MOUNTAIN,Spring wheat,189201,176173,13027,6.885643173564504,0.07631290662316527,0.08195611205843584,0.08195611205843584,14438.491018825416
NORTH CYPRESS-LANGFORD,Spring wheat,344463,341973,2490,0.7228881183176217,0.08136366106213033,0.08195611205843584,0.08195611205843584,28026.79557397049
NORTH NORFOLK,Spring wheat,165129,162730,2398,1.4527537475941115,0.08076549156912449,0.08195611205843584,0.08195611205843584,13336.736655481776
REYNOLDS,Spring wheat,20156,14364,5791,28.734741655668355,0.058406234987414235,0.08195611205843584,0.08195611205843584,1177.237113833222
ROSSBURN,Spring wheat,221607,173480,48126,21.716950173776716,0.06415774403834071,0.08195611205843584,0.08195611205843584,14217.817760704878
ST. CLEMENTS,Spring wheat,102674,93835,8838,8.607931739700318,0.07490138587593338,0.08195611205843584,0.08195611205843584,7690.433181303575
STE. ROSE,Spring wheat,135189,106535,28653,21.19503339320754,0.06458548673987577,0.08195611205843584,0.08195611205843584,8731.255090863868
STUARTBURN,Spring wheat,16669,14152,2516,15.096163140277167,0.069583883678666,0.08195611205843584,0.08195611205843584,1159.8947831249257
WALLACE-WOODWORTH,Spring wheat,632819,488785,144034,22.760733069182535,0.06330230015893513,0.08195611205843584,0.08195611205843584,40058.93372187144
WHITEHEAD,Spring wheat,167428,162782,4645,2.774561295002349,0.07968218949437372,0.08195611205843584,0.08195611205843584,13341.04142463598
WINNIPEG,Spring wheat,20369,16442,3926,19.275953839195946,0.06615828972965204,0.08195611205843584,0.08195611205843584,1347.57939562118
ALEXANDER,Corn,3910,2933,976,24.97067200828775,0.1377888476757246,0.1836466504017533,0.1836466504017533,538.7548710142979
ALONSA,Corn,33502,29921,3580,10.686754694964984,0.164020783367798,0.1836466504017533,0.1836466504017533,5495.029145491229
CARTIER,Corn,44661,32366,12294,27.528082293768296,0.1330922493494097,0.1836466504017533,0.1836466504017533,5944.0382065070435
COLDWELL,Corn,5016,5009,6,0.1265425472269935,0.18341425925243787,0.1836466504017533,0.18364665040175332,920.0067382817542
CORNWALLIS,Corn,18828,14443,4384,23.286054386233562,0.1408825915107048,0.1836466504017533,0.1836466504017533,2652.539779497013
DUFFERIN,Corn,193319,179896,13422,6.94314335499429,0.1708958001977144,0.1836466504017533,0.1836466504017533,33037.43442454175
ELLICE-ARCHIE,Corn,27807,25504,2302,8.279278688134367,0.1684420324135683,0.1836466504017533,0.1836466504017533,4683.871738847918
EMERSON-FRANKLIN,Corn,83703,63222,20480,24.46838972141836,0.13871127227112157,0.1836466504017533,0.1836466504017533,11610.559894034564
GREY,Corn,115492,86887,28604,24.767888608471985,0.13816125259705705,0.1836466504017533,0.1836466504017533,15956.533500671
HILLSBURG-ROBLIN-SHELL RIVER,Corn,16611,16608,2,0.01777610715095772,0.18361400517639873,0.1836466504017533,0.1836466504017533,3050.01493813965
KILLARNEY-TURTLE MTN,Corn,55443,50500,4942,8.914955775512954,0.1672746327352261,0.1836466504017533,0.1836466504017533,9274.215667048677
MACDONALD,Corn,57675,56315,1359,2.3575325621193546,0.17931712081929047,0.1836466504017533,0.1836466504017533,10342.124092272868
MORRIS,Corn,65902,55874,10027,15.21566117233982,0.15570359832227107,0.1836466504017533,0.1836466504017533,10261.187614055234
NORFOLK-TREHERNE,Corn,82825,82768,56,0.06829272794792383,0.18352123309440896,0.1836466504017533,0.1836466504017533,15200.15957766014
NORTH NORFOLK,Corn,203766,159918,43848,21.518865171900366,0.14412797530908877,0.1836466504017533,0.1836466504017533,29368.40699719608
OAKLAND-WAWANESA,Corn,36144,25979,10164,28.122949695134313,0.13199979529246905,0.1836466504017533,0.1836466504017533,4771.004821655929
PORTAGE LA PRAIRIE,Corn,119597,99741,19855,16.602150271356834,0.15315735753374088,0.1836466504017533,0.1836466504017533,18317.176693005586
RHINELAND,Corn,200124,194940,5183,2.5902207585135075,0.17888979674073235,0.1836466504017533,0.1836466504017533,35800.1733530818
RIDING MOUNTAIN WEST,Corn,2245,2076,168,7.527576777053668,0.169822507794274,0.1836466504017533,0.1836466504017533,381.25186726745625
ROCKWOOD,Corn,45783,45450,332,0.7266919487438411,0.18231210497914602,0.1836466504017533,0.1836466504017533,8346.802486146242
ROLAND,Corn,78038,70929,7108,9.108782636030506,0.16691867619830672,0.1836466504017533,0.1836466504017533,13026.011176448184
SOURIS-GLENWOOD,Corn,33492,25545,7946,23.72751792319735,0.1400718585123257,0.1836466504017533,0.1836466504017533,4691.29083538184
ST. ANDREWS,Corn,23751,19163,4587,19.31606580837972,0.1481733425552656,0.1836466504017533,0.1836466504017533,3519.268172303134
STANLEY,Corn,145163,138285,6877,4.737765290116379,0.17494590314255765,0.1836466504017533,0.1836466504017533,25395.694603841068
STUARTBURN,Corn,29861,25545,4315,14.453033397532755,0.15710413868573767,0.1836466504017533,0.1836466504017533,4691.29083538184
THOMPSON,Corn,76681,67507,9173,11.962814441946653,0.1616773423853411,0.1836466504017533,0.18364665040175332,12397.591258811875
WOODLANDS,Corn,68925,64983,3941,5.718141856147225,0.17314547441771827,0.1836466504017533,0.1836466504017533,11934.06581351359
ALEXANDER,Canola/rapeseed,40735,36930,3804,9.338677844897335,0.040749285708004665,0.04494671458495952,0.04494671458495952,1659.923621744566
BIFROST-RIVERTON,Canola/rapeseed,188223,155775,32447,17.238786713358127,0.03719844632299652,0.04494671458495952,0.044946714584959524,7001.609356132453
CORNWALLIS,Canola/rapeseed,105650,85013,20637,19.533437489620482,0.03616707618786832,0.04494671458495952,0.04494671458495952,3821.0601053299993
DAUPHIN,Canola/rapeseed,361745,281779,79965,22.105519629488153,0.03501100976957128,0.04494671458495952,0.04494671458495952,12665.07201987401
DELORAINE-WINCHESTER,Canola/rapeseed,197983,196078,1905,0.9622555644033642,0.044514212322849245,0.04494671458495952,0.04494671458495952,8813.065094673577
FISHER,Canola/rapeseed,88569,82169,6399,7.225754524927296,0.04169897532203065,0.04494671458495952,0.04494671458495952,3693.239812471613
GILBERT PLAINS,Canola/rapeseed,326316,293861,32454,9.945756611303679,0.04047642374756211,0.04494671458495952,0.04494671458495951,13208.116375991103
GLENELLA-LANSDOWNE,Canola/rapeseed,310139,300531,9608,3.09802485830566,0.04355425419412577,0.04494671458495952,0.04494671458495952,13507.915291048132
HANOVER,Canola/rapeseed,119194,95301,23892,20.04525829802102,0.0359370295499301,0.04494671458495952,0.04494671458495952,4283.488232998139
HARRISON PARK,Canola/rapeseed,232462,198411,34050,14.64772892429659,0.03836304167217737,0.04494671458495952,0.04494671458495952,8917.950245518323
HEADINGLEY,Canola/rapeseed,20870,19364,1505,7.214546221690971,0.041704013086096094,0.04494671458495952,0.04494671458495952,870.3729751233356
HILLSBURG-ROBLIN-SHELL RIVER,Canola/rapeseed,460758,434069,26689,5.792471728838902,0.042343188849583824,0.04494671458495952,0.04494671458495952,19509.980267196883
LAC DU BONNET,Canola/rapeseed,60498,59145,1352,2.235946292312608,0.04394173018668078,0.04494671458495952,0.04494671458495952,2658.4144099041514
MCCREARY,Canola/rapeseed,88557,77733,10824,12.223052685773405,0.03945285398071572,0.04494671458495952,0.044946714584959524,3493.856750705943
PIPESTONE,Canola/rapeseed,381121,323926,57195,15.007106882044063,0.03820151308722736,0.04494671458495952,0.04494671458495952,14559.41174910399
PRAIRIE VIEW,Canola/rapeseed,573709,563509,10199,1.777827644203752,0.04414763946790675,0.04494671458495952,0.044946714584959524,25327.92049749584
ROSEDALE,Canola/rapeseed,200024,175023,25001,12.499209292524517,0.03932873065887178,0.04494671458495952,0.04494671458495952,7866.725314334094
ROSSBURN,Canola/rapeseed,205303,183462,21840,10.638393246550153,0.04016510633600701,0.04494671458495952,0.04494671458495952,8246.026754451272
RUSSELL-BINSCARTH,Canola/rapeseed,181600,166971,14629,8.055643821164022,0.04132596734868,0.04494671458495952,0.04494671458495952,7504.802309542211
SPRINGFIELD,Canola/rapeseed,103404,99697,3706,3.5845321805377752,0.04333558513656718,0.04494671458495952,0.04494671458495952,4481.076809585624
ST. CLEMENTS,Canola/rapeseed,72706,58141,14564,20.03163469505228,0.03594315291187264,0.04494671458495952,0.04494671458495952,2613.285187418031
STE. ROSE,Canola/rapeseed,122440,97672,24767,20.228303989597013,0.03585475652537737,0.04494671458495952,0.04494671458495952,4390.060272574688
TWO BORDERS,Canola/rapeseed,621980,606730,15250,2.451850539091434,0.0438446883211043,0.04494671458495952,0.04494671458495952,27270.54336647804
WALLACE-WOODWORTH,Canola/rapeseed,536926,423177,113748,21.185195545719306,0.035424665208759504,0.04494671458495952,0.04494671458495952,19020.44061805411
WEST ST. PAUL,Canola/rapeseed,14309,10258,4050,28.30772592161973,0.03222332180947649,0.04494671458495952,0.04494671458495952,461.10660762742145
WINNIPEG,Canola/rapeseed,27289,23185,4103,15.036588689507093,0.03818826198337246,0.04494671458495952,0.04494671458495952,1042.1217249479498
ARGYLE,Flaxseed,2777,2777,0,1.6369930985694872e-14,0.041066545838962326,0.04106654583896233,0.04106654583896233,114.08052328775868
BROKENHEAD,Flaxseed,2571,2433,138,5.384896064152156,0.03885515502839681,0.04106654583896233,0.04106654583896233,99.93042836794992
DAUPHIN,Flaxseed,3246,2421,824,25.40687057510832,0.030632821687989645,0.04106654583896233,0.04106654583896233,99.44887426717568
HARRISON PARK,Flaxseed,1645,1507,138,8.414450185029873,0.03761102179663039,0.04106654583896233,0.04106654583896233,61.90358727203036
MACDONALD,Flaxseed,2777,2777,0,1.6369930985694872e-14,0.041066545838962326,0.04106654583896233,0.04106654583896233,114.08052328775868
OAKLAND-WAWANESA,Flaxseed,3497,3359,138,3.9593605937373844,0.03944057320580536,0.04106654583896233,0.04106654583896233,137.9572694638695
PIPESTONE,Flaxseed,1064,925,138,12.971787712882431,0.03573948069171859,0.04106654583896233,0.04106654583896233,38.026841095919565
ROLAND,Flaxseed,1001,925,75,7.494487638868019,0.037988818637351235,0.04106654583896233,0.04106654583896233,38.026841095919565
STANLEY,Flaxseed,2176,1851,324,14.891527689804148,0.03495110979410714,0.04106654583896233,0.04106654583896233,76.05368219183912
TWO BORDERS,Flaxseed,4842,4129,712,14.722595477330621,0.03502048441857936,0.04106654583896233,0.04106654583896233,169.59050065223798
WALLACE-WOODWORTH,Flaxseed,5143,4866,276,5.384896064152156,0.03885515502839681,0.04106654583896233,0.04106654583896233,199.86085673589983
WHITEHEAD,Flaxseed,3497,3359,138,3.9593605937373844,0.03944057320580536,0.04106654583896233,0.04106654583896233,137.9572694638695
YELLOWHEAD,Flaxseed,2571,2433,138,5.384896064152156,0.03885515502839681,0.04106654583896233,0.04106654583896233,99.93042836794992
EMERSON-FRANKLIN,Sunflower,7059,5315,1743,24.702157538413978,0.021255093486137723,0.028228024590453878,0.028228024590453878,150.03983764936058
RIVERDALE,Sunflower,1408,1328,79,5.623673661872208,0.026640572606293714,0.028228024590453878,0.028228024590453878,37.509959412340145
ROCKWOOD,Sunflower,6684,5624,1059,15.853724246201883,0.02375283141173326,0.028228024590453878,0.028228024590453878,158.76406560450982
SOURIS-GLENWOOD,Sunflower,1546,1328,217,14.04795117458995,0.024262565478435673,0.028228024590453878,0.028228024590453878,37.509959412340145
ST. ANDREWS,Sunflower,7338,5822,1515,20.658246507871254,0.0223966096862554,0.028228024590453878,0.028228024590453878,164.34646726462302
TACHE,Sunflower,3885,3521,363,9.348775765003296,0.025589049868602352,0.028228024590453878,0.028228024590453878,99.4135466843705
WESTLAKE-GLADSTONE,Sunflower,5678,4850,827,14.571702423908755,0.02411472084698515,0.028228024590453878,0.028228024590453878,136.92350609671064
ALEXANDER,Soybeans,50521,47325,3196,6.327019865256515,0.03370853038036623,0.03598532931468428,0.03598532931468428,1703.0194487813767
ALONSA,Soybeans,42148,30489,11658,27.660673907145352,0.02603154471853708,0.03598532931468428,0.03598532931468428,1097.1785174010463
BIFROST-RIVERTON,Soybeans,139823,127605,12217,8.737704810046305,0.03284103746424411,0.03598532931468428,0.03598532931468428,4591.936443557513
CORNWALLIS,Soybeans,39747,39490,256,0.6451492707131129,0.035753170225046885,0.03598532931468428,0.03598532931468428,1421.0825140763768
ETHELBERT,Soybeans,16155,14976,1178,7.295382447035527,0.03336006191635287,0.03598532931468428,0.03598532931468428,538.9322770178351
GLENBORO-SOUTH CYPRESS,Soybeans,30848,26856,3991,12.940598144584515,0.03132861245706562,0.03598532931468428,0.03598532931468428,966.425892011163
GLENELLA-LANSDOWNE,Soybeans,92994,91364,1629,1.752671541870936,0.03535462468853727,0.03598532931468428,0.03598532931468428,3287.770876767902
GRANDVIEW,Soybeans,9440,7488,1951,20.675683444484033,0.028545116539125042,0.03598532931468428,0.03598532931468428,269.46613850891754
HANOVER,Soybeans,74750,64026,10723,14.345489092042731,0.030823057823110594,0.03598532931468428,0.03598532931468428,2304.025610502631
LAKESHORE,Soybeans,75769,65828,9940,13.119790346427296,0.03126412955312626,0.03598532931468428,0.03598532931468428,2368.853927685432
MCCREARY,Soybeans,15246,14527,718,4.71235159523793,0.03428957407467213,0.03598532931468428,0.03598532931468428,522.7793088121008
MOSSEY RIVER,Soybeans,75008,64397,10610,14.146238093793254,0.030894758950993466,0.03598532931468428,0.03598532931468428,2317.356129413895
NORFOLK-TREHERNE,Soybeans,87629,86924,704,0.8034790400661266,0.03569619473614202,0.03598532931468428,0.03598532931468428,3128.0246156980857
