rm,Label,current_pixels,target_pixels,pixels_to_remove,reduction_pct,current_per_pixel,target_per_pixel,new_per_pixel,masc_biomass_total
NORTH CYPRESS-LANGFORD,Soybeans,54539,48283,6255,11.470156893024397,0.031857755583818495,0.03598532931468428,0.03598532931468428,1737.491668834397
PINEY,Soybeans,50148,36841,13306,26.534709280923508,0.026436726797249867,0.03598532931468428,0.03598532931468428,1325.7501482354355
PIPESTONE,Soybeans,51725,37876,13848,26.773731990129047,0.02635071368820537,0.03598532931468428,0.03598532931468428,1362.9918712747588
REYNOLDS,Soybeans,23930,22935,995,4.158215515517409,0.034488981767811046,0.03598532931468428,0.03598532931468428,825.3287109020933
ROSEDALE,Soybeans,28169,22242,5926,21.04065333746866,0.028413780921235074,0.03598532931468428,0.03598532931468428,800.3885028231414
RUSSELL-BINSCARTH,Soybeans,5246,3744,1501,28.629284380092386,0.02568298705007057,0.03598532931468428,0.03598532931468428,134.73306925445877
SIFTON,Soybeans,16648,13104,3543,21.285577276722524,0.028325644235124074,0.03598532931468428,0.03598532931468428,471.56574239060575
ST. CLEMENTS,Soybeans,77964,77725,238,0.3061354862008921,0.035875165451825786,0.03598532931468428,0.03598532931468428,2796.9738735912774
STE. ANNE,Soybeans,40949,34519,6429,15.700809099024655,0.030335341455330348,0.03598532931468428,0.03598532931468428,1242.2029961524122
TACHE,Soybeans,105229,103513,1716,1.6307567817809405,0.03539849611643886,0.03598532931468428,0.03598532931468428,3724.952344708463
TWO BORDERS,Soybeans,54709,48093,6615,12.092741960431159,0.03163371629704812,0.03598532931468428,0.03598532931468428,1730.6505158917923
VICTORIA,Soybeans,45558,39566,5991,13.151861046683827,0.031252588806025425,0.03598532931468428,0.03598532931468428,1423.8178777665992
WHITEHEAD,Soybeans,63334,52275,11058,17.460508419865576,0.029702107859777477,0.03598532931468428,0.03598532931468428,1881.1549633294585
WHITEMOUTH,Soybeans,69698,58135,11562,16.589964185223113,0.030015376069443565,0.03598532931468428,0.03598532931468428,2092.0141269028236
WINNIPEG,Soybeans,20906,18521,2384,11.404009127471987,0.03188155907508683,0.03598532931468428,0.03598532931468428,666.516463648546
YELLOWHEAD,Soybeans,16037,14976,1060,6.613263293125837,0.03360552474020581,0.03598532931468428,0.03598532931468428,538.9322770178351
BIFROST-RIVERTON,Peas,6142,5651,491,7.9955192646010715,0.052344678848944996,0.05689361912653594,0.05689361912653594,321.5412606738471
BRENDA-WASKADA,Peas,25731,23724,2006,7.796228892624639,0.052458062354133125,0.05689361912653594,0.05689361912653594,1349.799596516168
CORNWALLIS,Peas,3527,2630,896,25.421037709101224,0.04243067075430681,0.05689361912653594,0.056893619126535934,149.6531081390395
DAUPHIN,Peas,10569,8490,2078,19.667098900775272,0.04570429478468972,0.05689361912653594,0.05689361912653594,483.0631653734464
ELLICE-ARCHIE,Peas,6733,5260,1472,21.86543888311305,0.04445357960803211,0.05689361912653594,0.05689361912653595,299.3062162780789
FISHER,Peas,8897,7036,1860,20.91019914881548,0.044997050064208705,0.05689361912653594,0.05689361912653594,400.339108575846
GILBERT PLAINS,Peas,10908,9264,1643,15.06630248134063,0.04832185437635017,0.05689361912653594,0.05689361912653595,527.0952538249195
GRANDVIEW,Peas,19780,16391,3388,17.131794420193145,0.04714672125957012,0.05689361912653594,0.05689361912653595,932.594536847292
HILLSBURG-ROBLIN-SHELL RIVER,Peas,25908,22495,3412,13.170155661985236,0.049400640925834155,0.05689361912653594,0.05689361912653594,1279.872937328806
LAKESHORE,Peas,5737,5204,532,9.280144137433469,0.05161380926659098,0.05689361912653594,0.056893619126535934,296.108685710979
MINTO-ODANAH,Peas,27137,19065,8071,29.744330514111194,0.03997099301209951,0.05689361912653594,0.05689361912653594,1084.6937969290504
NORTH NORFOLK,Peas,4630,4160,470,10.16713903159435,0.051109165769835284,0.05689361912653594,0.05689361912653595,236.68177776638584
OAKVIEW,Peas,15432,14600,831,5.387015201908936,0.05382875121527328,0.05689361912653594,0.05689361912653594,830.6860236092602
PIPESTONE,Peas,33635,26904,6730,20.010565039918962,0.04550888446765669,0.05689361912653594,0.056893619126535934,1530.6926831762255
PORTAGE LA PRAIRIE,Peas,14493,11012,3481,24.021206405354786,0.04322708544467433,0.05689361912653594,0.056893619126535934,626.5232515738322
PRAIRIE VIEW,Peas,29275,28785,489,1.6710079483877194,0.05594292222880609,0.05689361912653594,0.05689361912653594,1637.730497044446
RIDING MOUNTAIN WEST,Peas,32513,31878,634,1.9520533566683769,0.055783025324646275,0.05689361912653594,0.05689361912653594,1813.6751068233932
RITCHOT,Peas,4579,3945,633,13.832714566499234,0.04902368718621101,0.05689361912653594,0.05689361912653594,224.4796622085592
SPRINGFIELD,Peas,4284,3945,338,7.899159663865555,0.05239950131317932,0.05689361912653594,0.05689361912653594,224.4796622085592
STANLEY,Peas,2294,2263,31,1.361308285842883,0.056119121575250515,0.05689361912653594,0.05689361912653594,128.7782953018084
THOMPSON,Peas,6776,6688,88,1.3030153674941762,0.05615228652619357,0.05689361912653594,0.05689361912653594,380.5315169789214
TWO BORDERS,Peas,58047,49239,8807,15.173327406858602,0.04826096402285552,0.05689361912653594,0.05689361912653594,2801.406656861228
WALLACE-WOODWORTH,Peas,26190,25636,553,2.1125086138891738,0.05569173652173457,0.05689361912653594,0.05689361912653594,1458.5678698065797
WESTLAKE-GLADSTONE,Peas,7662,6209,1452,18.96253245584254,0.04610514813436313,0.05689361912653594,0.05689361912653595,353.25795751036765
BOISSEVAIN-MORTON,Beans,14873,13113,1759,11.831735579042055,0.034053170783095534,0.03862293423460081,0.03862293423460081,506.47325710170105
CARTWRIGHT-ROBLIN,Beans,1856,1429,426,22.976560905149697,0.029748712226831845,0.03862293423460081,0.03862293423460081,55.2136587370168
DELORAINE-WINCHESTER,Beans,4069,3372,696,17.118994195603463,0.03201107636480775,0.03862293423460081,0.03862293423460081,130.26403530045084
DUFFERIN,Beans,41743,40021,1721,4.124548247694328,0.037029912677419445,0.03862293423460081,0.03862293423460081,1545.7410123124132
KILLARNEY-TURTLE MTN,Beans,3209,3182,26,0.8199591786332789,0.03830624194028671,0.03862293423460081,0.03862293423460081,122.92483913017747
NORTH CYPRESS-LANGFORD,Beans,19461,15064,4396,22.592057736609096,0.029897218632747236,0.03862293423460081,0.03862293423460081,581.8302865201925
PEMBINA,Beans,15313,12419,2893,18.892994633207234,0.03132590534247052,0.03862293423460081,0.03862293423460081,479.69401286407583
STANLEY,Beans,60750,60339,410,0.6756831705099939,0.03836196556802047,0.03862293423460081,0.03862293423460081,2330.4914698950224
SWAN VALLEY WEST,Beans,8848,8569,279,3.1575790417400302,0.03740338455790402,0.03862293423460081,0.03862293423460081,330.9703867244242
THOMPSON,Beans,20499,18928,1570,7.6605150091812,0.03566421856057303,0.03862293423460081,0.03862293423460081,731.0814630145213
WOODLANDS,Beans,2292,1753,538,23.510799286333437,0.02954237368821125,0.03862293423460081,0.03862293423460081,67.7111803931607
MORRIS,Millet,1393,1055,337,24.19363289059428,0.10118543725929288,0.13347881070894668,0.13347881070894668,140.95143879298016
DAUPHIN,Potatoes,1181,998,182,15.46141185516883,0.13638106824719864,0.16132404294894437,0.16132404294894437,161.09249335626447
LORNE,Potatoes,828,802,25,3.0870904714520435,0.1563438237909063,0.16132404294894437,0.16132404294894437,129.52167666857991
NORTH CYPRESS-LANGFORD,Potatoes,138820,120323,18496,13.324275923804358,0.13982878233499038,0.16132404294894437,0.16132404294894437,19411.048735465258
NORTH NORFOLK,Potatoes,24214,21595,2618,10.812598367316516,0.1438807221149578,0.16132404294894437,0.16132404294894437,3483.930887303957
PORTAGE LA PRAIRIE,Potatoes,17160,16985,174,1.0195524375739864,0.1596792597366655,0.16132404294894437,0.16132404294894437,2740.118679705746
RHINELAND,Potatoes,18839,18071,767,4.076460923274537,0.15474773137828404,0.16132404294894437,0.1613240429489444,2915.3581726878983
STANLEY,Potatoes,21885,20093,1792,8.188993017795228,0.14811322833583035,0.16132404294894437,0.16132404294894437,3241.5879818445023
STUARTBURN,Potatoes,3190,2799,390,12.248642387228568,0.14156403784350916,0.16132404294894437,0.16132404294894437,451.70666338110885
SWAN VALLEY WEST,Potatoes,828,802,25,3.0870904714520435,0.1563438237909063,0.16132404294894437,0.16132404294894437,129.52167666857991
THOMPSON,Potatoes,3756,3651,105,2.795523030038467,0.1568141921753175,0.16132404294894437,0.16132404294894437,589.0225653244808
DAUPHIN,Hemp,1358,1215,142,10.476194680707025,0.07441068670729208,0.08311832416182613,0.08311832416182613,101.04980194084408
GREY,Triticale,3743,3743,0,1.2147739290249932e-14,0.11924275871651896,0.11924275871651897,0.11924275871651897,446.3820579542185
LOUISE,Triticale,3743,3743,0,1.2147739290249932e-14,0.11924275871651896,0.11924275871651897,0.11924275871651897,446.3820579542185
CARTIER,Lentils,1140,1126,13,1.171723381262786,0.06563727006598251,0.06641547572381536,0.06641547572381536,74.82655406951973
GRASSLAND,Wheat,3743,3743,0,1.2147739290249932e-14,0.11924275871651896,0.11924275871651897,0.11924275871651897,446.3820579542185
TWO BORDERS,Wheat,7486,7486,0,1.2147739290249932e-14,0.11924275871651896,0.11924275871651897,0.11924275871651897,892.764115908437
